name;offset;size;description;bitfield
uncore.mca.bank7.instance24.misc;68768;64;;0
uncore.mca.bank7.instance25.ctl;69120;64;;0
uncore.mca.bank7.instance25.status;69184;64;;0
uncore.mca.bank7.instance25.addr;69248;64;;0
uncore.mca.bank7.instance25.misc;69312;64;;0
uncore.mca.bank7.instance26.ctl;69664;64;;0
uncore.mca.bank7.instance26.status;69728;64;;0
uncore.mca.bank7.instance26.addr;69792;64;;0
uncore.mca.bank7.instance26.misc;69856;64;;0
uncore.mca.bank7.instance27.ctl;70208;64;;0
uncore.mca.bank7.instance27.status;70272;64;;0
uncore.mca.bank7.instance27.addr;70336;64;;0
uncore.mca.bank7.instance27.misc;70400;64;;0
uncore.mca.bank7.instance28.ctl;70752;64;;0
uncore.mca.bank7.instance28.status;70816;64;;0
uncore.mca.bank7.instance28.addr;70880;64;;0
uncore.mca.bank7.instance28.misc;70944;64;;0
uncore.mca.bank7.instance29.ctl;71296;64;;0
uncore.mca.bank7.instance29.status;71360;64;;0
uncore.mca.bank7.instance29.addr;71424;64;;0
uncore.mca.bank7.instance29.misc;71488;64;;0
uncore.mca.bank7.instance30.ctl;71840;64;;0
uncore.mca.bank7.instance30.status;71904;64;;0
uncore.mca.bank7.instance30.addr;71968;64;;0
uncore.mca.bank7.instance30.misc;72032;64;;0
uncore.mca.bank7.instance31.ctl;72384;64;;0
uncore.mca.bank7.instance31.status;72448;64;;0
uncore.mca.bank7.instance31.addr;72512;64;;0
uncore.mca.bank7.instance31.misc;72576;64;;0
uncore.mca.bank7.instance32.ctl;72928;64;;0
uncore.mca.bank7.instance32.status;72992;64;;0
uncore.mca.bank7.instance32.addr;73056;64;;0
uncore.mca.bank7.instance32.misc;73120;64;;0
uncore.mca.bank7.instance33.ctl;73472;64;;0
uncore.mca.bank7.instance33.status;73536;64;;0
uncore.mca.bank7.instance33.addr;73600;64;;0
uncore.mca.bank7.instance33.misc;73664;64;;0
uncore.mca.bank7.instance34.ctl;74016;64;;0
uncore.mca.bank7.instance34.status;74080;64;;0
uncore.mca.bank7.instance34.addr;74144;64;;0
uncore.mca.bank7.instance34.misc;74208;64;;0
uncore.mca.bank7.instance35.ctl;74560;64;;0
uncore.mca.bank7.instance35.status;74624;64;;0
uncore.mca.bank7.instance35.addr;74688;64;;0
uncore.mca.bank7.instance35.misc;74752;64;;0
uncore.mca.bank7.instance36.ctl;75104;64;;0
uncore.mca.bank7.instance36.status;75168;64;;0
uncore.mca.bank7.instance36.addr;75232;64;;0
uncore.mca.bank7.instance36.misc;75296;64;;0
uncore.mca.bank7.instance37.ctl;75648;64;;0
uncore.mca.bank7.instance37.status;75712;64;;0
uncore.mca.bank7.instance37.addr;75776;64;;0
uncore.mca.bank7.instance37.misc;75840;64;;0
uncore.mca.bank7.instance38.ctl;76192;64;;0
uncore.mca.bank7.instance38.status;76256;64;;0
uncore.mca.bank7.instance38.addr;76320;64;;0
uncore.mca.bank7.instance38.misc;76384;64;;0
uncore.mca.bank7.instance39.ctl;76736;64;;0
uncore.mca.bank7.instance39.status;76800;64;;0
uncore.mca.bank7.instance39.addr;76864;64;;0
uncore.mca.bank7.instance39.misc;76928;64;;0
uncore.mca.bank7.instance40.ctl;77280;64;;0
uncore.mca.bank7.instance40.status;77344;64;;0
uncore.mca.bank7.instance40.addr;77408;64;;0
uncore.mca.bank7.instance40.misc;77472;64;;0
uncore.mca.bank7.instance41.ctl;77824;64;;0
uncore.mca.bank7.instance41.status;77888;64;;0
uncore.mca.bank7.instance41.addr;77952;64;;0
uncore.mca.bank7.instance41.misc;78016;64;;0
uncore.mca.bank7.instance42.ctl;78368;64;;0
uncore.mca.bank7.instance42.status;78432;64;;0
uncore.mca.bank7.instance42.addr;78496;64;;0
uncore.mca.bank7.instance42.misc;78560;64;;0
uncore.mca.bank7.instance43.ctl;78912;64;;0
uncore.mca.bank7.instance43.status;78976;64;;0
uncore.mca.bank7.instance43.addr;79040;64;;0
uncore.mca.bank7.instance43.misc;79104;64;;0
uncore.mca.bank7.instance44.ctl;79456;64;;0
uncore.mca.bank7.instance44.status;79520;64;;0
uncore.mca.bank7.instance44.addr;79584;64;;0
uncore.mca.bank7.instance44.misc;79648;64;;0
uncore.mca.bank7.instance45.ctl;80000;64;;0
uncore.mca.bank7.instance45.status;80064;64;;0
uncore.mca.bank7.instance45.addr;80128;64;;0
uncore.mca.bank7.instance45.misc;80192;64;;0
uncore.mca.bank7.instance46.ctl;80544;64;;0
uncore.mca.bank7.instance46.status;80608;64;;0
uncore.mca.bank7.instance46.addr;80672;64;;0
uncore.mca.bank7.instance46.misc;80736;64;;0
uncore.mca.bank7.instance47.ctl;81088;64;;0
uncore.mca.bank7.instance47.status;81152;64;;0
uncore.mca.bank7.instance47.addr;81216;64;;0
uncore.mca.bank7.instance47.misc;81280;64;;0
uncore.mca.bank7.instance48.ctl;81632;64;;0
uncore.mca.bank7.instance48.status;81696;64;;0
uncore.mca.bank7.instance48.addr;81760;64;;0
uncore.mca.bank7.instance48.misc;81824;64;;0
uncore.mca.bank7.instance49.ctl;82176;64;;0
uncore.mca.bank7.instance49.status;82240;64;;0
uncore.mca.bank7.instance49.addr;82304;64;;0
uncore.mca.bank7.instance49.misc;82368;64;;0
uncore.mca.bank7.instance50.ctl;82720;64;;0
uncore.mca.bank7.instance50.status;82784;64;;0
uncore.mca.bank7.instance50.addr;82848;64;;0
uncore.mca.bank7.instance50.misc;82912;64;;0
uncore.mca.bank7.instance51.ctl;83264;64;;0
uncore.mca.bank7.instance51.status;83328;64;;0
uncore.mca.bank7.instance51.addr;83392;64;;0
uncore.mca.bank7.instance51.misc;83456;64;;0
uncore.mca.bank7.instance52.ctl;83808;64;;0
uncore.mca.bank7.instance52.status;83872;64;;0
uncore.mca.bank7.instance52.addr;83936;64;;0
uncore.mca.bank7.instance52.misc;84000;64;;0
uncore.mca.bank7.instance53.ctl;84352;64;;0
uncore.mca.bank7.instance53.status;84416;64;;0
uncore.mca.bank7.instance53.addr;84480;64;;0
uncore.mca.bank7.instance53.misc;84544;64;;0
uncore.mca.bank7.instance54.ctl;84896;64;;0
uncore.mca.bank7.instance54.status;84960;64;;0
uncore.mca.bank7.instance54.addr;85024;64;;0
uncore.mca.bank7.instance54.misc;85088;64;;0
uncore.mca.bank7.instance55.ctl;85440;64;;0
uncore.mca.bank7.instance55.status;85504;64;;0
uncore.mca.bank7.instance55.addr;85568;64;;0
uncore.mca.bank7.instance55.misc;85632;64;;0
uncore.mca.bank7.instance56.ctl;85984;64;;0
uncore.mca.bank7.instance56.status;86048;64;;0
uncore.mca.bank7.instance56.addr;86112;64;;0
uncore.mca.bank7.instance56.misc;86176;64;;0
uncore.mca.bank7.instance57.ctl;86528;64;;0
uncore.mca.bank7.instance57.status;86592;64;;0
uncore.mca.bank7.instance57.addr;86656;64;;0
uncore.mca.bank7.instance57.misc;86720;64;;0
uncore.mca.bank7.instance58.ctl;87072;64;;0
uncore.mca.bank7.instance58.status;87136;64;;0
uncore.mca.bank7.instance58.addr;87200;64;;0
uncore.mca.bank7.instance58.misc;87264;64;;0
uncore.mca.bank7.instance59.ctl;87616;64;;0
uncore.mca.bank7.instance59.status;87680;64;;0
uncore.mca.bank7.instance59.addr;87744;64;;0
uncore.mca.bank7.instance59.misc;87808;64;;0
